,Landing page,Sessions,Users,New users,Average engagement time per session,Key eventsAll eventsAll eventsarrow_drop_down,Total revenue
349,/product/google-25th-birthday-sticker-sheet-ggoegokq222599,3,3,3,2s,2,$0.00
350,/product/google-austin-campus-patch-set-ggoegcba169899,3,3,3,1s,2,$0.00
351,/product/google-beary-cute-navy-towel-ggoegkbl219999,3,1,0,2s,2,$0.00
352,/product/google-bike-party-sticker-sheet-ggoegcka182899,3,3,2,5s,3,$0.00
353,/product/google-cascades-womens-zip-sweater-ggoegxxx2231,3,2,1,2s,3,$0.00
354,/product/google-cloud-glass-tumbler-ggoecdnj210099,3,3,3,7s,7,$0.00
355,/product/google-constellation-tonal-bottle-navy-ggoegdhc187899,3,3,1,12s,11,$0.00
356,/product/google-design-contest-sticker-sheet-ggoegokq223499,3,2,2,0s,18,$0.00
357,/product/google-garment-washed-rainier-tee-ggoegxxx2222,3,3,0,6m 14s,48,$263.27
358,/product/google-heather-russet-jersey-tee-ggoegxxx2042,3,3,0,17s,6,$0.00
359,/product/google-heathered-ash-tee-ggoegxxx2132,3,3,0,6s,2,$0.00
360,/product/google-marine-layer-tee-ggoegxxx1653,3,3,2,31s,4,$0.00
361,/product/google-new-york-city-socks-ggoegaea195810,3,3,2,15s,4,$0.00
362,/product/google-ombre-yellow-pen-ggoegoaa172399,3,3,2,0s,3,$0.00
363,/product/google-pride-socks-ggoegaxa170310,3,2,2,1s,3,$0.00
364,/product/google-pride-sticker-ggoegcka126299,3,3,3,3s,4,$0.00
365,/product/google-pride-water-bottle-ggoegdhq195599,3,3,2,5s,0,$0.00
366,/product/google-sage-glazed-mug-ggoegdwh227299,3,2,0,18s,9,$0.00
367,/product/google-seashell-french-terry-pullover-ggoegxxx2126,3,3,1,10s,4,$0.00
368,/product/google-speckled-miir-tumbler-ggoegdnb206499,3,3,1,2s,2,$0.00
369,/product/google-tie-dye-print-socks-ggoegcxq216499,3,3,2,1s,4,$0.00
370,/product/google-womens-marled-midnight-tee-ggoegxxx2076,3,1,1,5s,3,$0.00
371,/product/super-g-interlocking-puzzle-ggoegfdd202299,3,2,1,3m 07s,6,$0.00
372,/product/super-g-laser-etched-bottle-ggoegdhb210199,3,3,2,28s,1,$0.00
373,/product/super-g-tetons-eco-beanie-ggoeghph221510,3,2,0,5s,6,$0.00
374,/product/women-techmakers-long-sleeve-tee-ggcogxxx2153,3,3,3,6s,3,$0.00
375,/product/young-stan-goes-swimming-dog-toy-ggoegfja201799,3,3,3,10s,3,$0.00
376,/product/youtube-eco-wood-zipper-pull-ggoeycbr221099,3,2,1,8s,4,$0.00
377,/product/youtube-journal-ggoeyocb181099,3,3,1,0s,3,$0.00
378,/product/youtube-keyboard-sticker-ggoeyfka194999,3,3,3,20s,3,$0.00
379,/shop/communities,3,3,0,1s,0,$0.00
380,/Google Redesign/Google Fill it Forward Bottle,2,2,2,0s,0,$0.00
381,/Google+Redesign/Chrome+Dino+Recycled+Backpack,2,1,0,3s,0,$0.00
382,/Google+Redesign/Stationary,2,1,0,14s,0,$0.00
383,/PNW,2,2,1,0s,0,$0.00
384,/canada/product/new/chrome-dino-hit-the-slopes-mug-ggcngdwq223399,2,1,0,1s,2,$0.00
385,/canada/product/new/google-cloud-vintage-wash-grey-cap-ggcnchpj102210,2,2,2,0s,2,$0.00
386,/canada/product/new/google-crimson-speckled-mug-ggcngdwr101399,2,2,2,8s,3,$0.00
387,/canada/product/new/google-recycled-drawstring-bag-ggcngbbk101199,2,1,1,0s,2,$0.00
388,/canada/shop/lifestyle,2,2,1,0s,0,$0.00
389,/canada/shop/shop-by-brand/google-cloud,2,2,1,5s,0,$0.00
390,/collections/kid-approved,2,2,1,2s,0,$0.00
391,/magnets,2,2,2,0s,0,$0.00
392,/product/android-black-pen-ggoeaoab217899,2,2,1,22s,2,$0.00
393,/product/android-iconic-4-decal-ggoeafkq130599,2,2,2,4s,2,$0.00
394,/product/android-navy-zip-hoodie-ggoeaxxx1800,2,2,0,0s,2,$0.00
395,/product/android-variety-sticker-sheet-ggoeaokq218099,2,2,1,20s,3,$0.00
396,/product/chrome-dino-eco-wood-magnet-ggoegobb216099,2,1,0,0s,3,$0.00
397,/product/chrome-dino-surfing-patch-ggoegcbq215799,2,2,0,1s,1,$0.00
398,/product/classic-android-8-2017-emoji-ggoegfka209199,2,2,1,6s,2,$0.00
399,/product/for-everyone-eco-pen-ggoegoaq196699,2,1,0,6s,5,$0.00
400,/product/for-everyone-notebook-ggoegocq195099,2,2,1,17s,7,$0.00
401,/product/google-bamboo-phone-holder-ggoegcbd170599,2,1,1,10s,2,$0.00
402,/product/google-beekeepers-tee-mint-ggoegxxx1265,2,2,1,8s,3,$0.00
403,/product/google-bike-puzzle-ggoegcba190599,2,2,1,0s,0,$0.00
404,/product/google-blue-kids-sunglasses-ggoeghga118599,2,2,1,13s,2,$0.00
405,/product/google-campus-bike-eco-tee-navy-ggoegxxx1193,2,2,0,15s,3,$0.00
406,/product/google-classic-black-toddler-tee-ggoegxxx1960,2,2,1,2s,3,$0.00
407,/product/google-cloud-eco-wood-zipper-pull-ggoeccbq220999,2,2,0,12s,1,$0.00
408,/product/google-cloud-magnetic-tumbler-ggoecdnq210299,2,2,2,0s,0,$0.00
409,/product/google-cloud-vintage-washed-shadow-joggers-ggoecxxx1893,2,2,0,7s,4,$0.00
410,/product/google-crewneck-sweatshirt-navy-ggoegxxx0913,2,2,1,6s,0,$0.00
411,/product/google-denali-womens-puffer-vest-ggoegxxx2227,2,1,1,0s,3,$0.00
412,/product/google-doogler-baja-dog-leash-ggoegpja202810,2,2,2,1s,3,$0.00
413,/product/google-doogler-unisex-tee-ggoegxxx2077,2,2,2,1s,1,$0.00
414,/product/google-heavy-weight-fog-tee-ggoegxxx2034,2,2,1,48s,2,$0.00
415,/product/google-large-pet-collar-blue-green-ggoegcba139699,2,1,1,26s,2,$0.00
416,/product/google-montauk-navy-unisex-rain-jacket-ggoegxxx2044,2,2,0,0s,3,$0.00
417,/product/google-pride-patch-ggoegcba214699,2,2,2,4s,1,$0.00
418,/product/google-soft-frisbee-blue-ggoegknc166799,2,2,1,14s,5,$0.00
419,/product/google-toddler-melange-smoke-sweatshirt-ggoegxxx2016,2,1,0,3s,0,$0.00
420,/product/google-unisex-pride-eco-tee-black-ggoegxxx1253,2,2,0,6s,2,$0.00
421,/product/noto-emoji-sticker-sheet-ggoegoka214999,2,2,2,18s,2,$0.00
422,/product/product/familia-mens-tee-ggcogxxx2242,2,2,1,0s,0,$0.00
423,/product/super-g-notebook-ggoegolb171599,2,2,0,2s,2,$0.00
424,/product/super-g-patch-ggoegcba168899,2,2,1,6s,2,$0.00
425,/product/youtube-black-sunglasses-ggoeyhgb174299,2,2,1,19s,3,$0.00
426,/product/youtube-crossbody-phone-lanyard-ggoeycbb219599,2,2,1,7s,2,$0.00
427,/product/youtube-kids-flamemallow-keychain-ggoeycba182499,2,2,2,1s,2,$0.00
428,/shop-by-brand/google-maps,2,2,2,0s,0,$0.00
429,/shop/clearence,2,2,2,9s,0,$0.00
430,/shop/shop-by-brand/google-maps,2,2,0,2m 11s,1,$0.00
431,/wishlistItems,2,2,0,0s,0,$0.00
432,/yourinfo.html,2,2,1,10s,0,$0.00
433,/ https://pin.it/4sqKXDY2R,1,1,0,33s,0,$0.00
434,/ là gì,1,1,1,0s,0,$0.00
435,"/- [x] **Wake up at 6:00 a.m. (7 Hour Sleep Completed)** - [x] Drink Luke Warm Water - [x] **Complete Fresh & Gym Preparation 6:05 a.m. to 6:15 a.m.** - [x] **Out for Gym at 6:15 a.m.** - [x] **Arrive at the Gym at 6:20 a.m. (Chest Press)** - [x] **Gym complete 7:15 a.m.** - [x] **Arrive at home at 7:30 a.m.** - [x] **Fresh and Take Bath 7:35 a.m.** - [ ] **Make Breakfast, Eat & Clean from 7:45 to 8:10** - [ ] **Get Ready for the Office 8:10 to 8:15 a.m.** - [ ] Writing Script for FurryToe Reels Shoot 8:15 to 8:30 - [ ] **Out for Metro - 8:35** - [ ] Metro Learning - 8:50 to 9:50 - [ ] Reach Office - Before 10:10 - [ ] Add Fund to Jitu - [ ] Class - 11:00 p.m. - [ ] Class - 3:00 p.m. - [ ] Mongrel Website Development (Product & Category) - [ ] Metro Video Download - [ ] Leave Office at 2:50 - [ ] Take FurryToe Sticker from Premium Printer Sector 18 - [ ] Metro Learning 3:20 to 4:20 - [ ] Take Interns Update - [ ] Reach Home 4:40 - [ ] F",1,1,0,0s,0,$0.00
436,/1600198309,1,1,1,14s,0,$0.00
437,/16023633-f66f-4468-93e2-48de028183c9,1,1,1,0s,0,$0.00
438,/App,1,1,1,5s,0,$0.00
439,/Apparel,1,1,0,2s,0,$0.00
440,/Chrome Dino Googler Accessory Pack | Google Merch Shop,1,1,0,0s,0,$0.00
441,/EU,1,1,0,4s,0,$0.00
442,/FIRootViewController,1,1,1,8s,0,$0.00
443,/Google Redesign/Chrome Dino Keychain,1,1,1,0s,0,$0.00
444,/Google Redesign/Google Bike Journal Set,1,1,1,0s,0,$0.00
445,/Google+Bi,1,1,1,2s,0,$0.00
446,/Google+Greenesign/Apparel/Google+Tee+Green,1,1,1,2s,0,$0.00
447,/Google+Redesign/Accessories/Google+Chrome+Dinosaur+Collectible,1,1,1,2s,0,$0.00
448,/Google+Redesign/Android+Classic+Collectible,1,1,0,1s,0,$0.00
449,/Google+Redesign/Apparel/Womens,1,1,1,0s,0,$0.00
450,/Google+Redesign/Emoji+Kitchen+Sticker+Sheet,1,1,0,1s,1,$0.00
451,/Google+Redesign/Google+Camp+Mug+White,1,1,0,11s,0,$0.00
452,/Google+Redesign/Google+Recycled+Laptop+Sleeve,1,1,0,11s,1,$0.00
453,/Google+Redesign/Google+Sticker,1,0,0,0s,0,$0.00
454,/Google+Redesign/Lifestyle/Bags,1,1,0,1s,0,$0.00
455,/Google+Redesign/Stationery/Google+Redesign/Apparel/Mens,1,1,1,0s,0,$0.00
456,/Land+and+Sea,1,1,1,0s,0,$0.00
457,/PixelSuperfanDarkModeHat,1,1,1,0s,0,$0.00
458,/PixelSuperfans,1,1,1,7s,0,$0.00
459,"/Sweaters and jackets emerged as top sellers, indicating a shift towards colder weather apparel.",1,1,0,6s,0,$0.00
460,/__/auth,1,1,1,2s,0,$0.00
461,/apparel,1,1,0,7s,0,$0.00
462,/basket,1,1,1,4s,0,$0.00
463,/brazil,1,1,0,0s,0,$0.00
464,/canada/cookie-policy,1,1,0,0s,0,$0.00
465,/canada/fr/product/new/google-classic-black-pullover-hoodie-ggcngxxx1038,1,0,0,0s,1,$0.00
466,/canada/fr/product/new/youtube-black-le-pen-ggcnyoab104299,1,1,0,3s,1,$0.00
467,/canada/fr/shop/apparel,1,1,1,0s,0,$0.00
468,/canada/fr/shop/apparel/headgear,1,1,0,4s,0,$0.00
469,/canada/fr/shop/apparel/womens,1,1,0,0s,0,$0.00
470,/canada/fr/shop/lifestyle/stationery,1,1,0,0s,0,$0.00
471,/canada/product/apparel/google-cloud-ash-zip-hoodie-ggcncafj103915,1,1,1,28s,1,$0.00
472,/canada/product/new/google-cloud-eco-classic-tee-ggcncxxx1028,1,1,1,5s,1,$0.00
473,/canada/product/new/google-cloud-lanyard-ggcnccbq101799,1,1,0,4s,1,$0.00
474,/canada/product/new/google-cloud-sticker-ggcncckq103499,1,1,0,6s,1,$0.00
475,/canada/product/new/google-inspired-red-notebook-ggcngocr100499,1,1,0,22s,2,$0.00
476,/canada/product/product/new/google-recycled-drawstring-bag-ggcngbbk101199,1,1,1,0s,1,$0.00
477,/canada/product/super-g-grey-knit-toque-ggcnghej104510,1,1,0,14s,3,$0.00
478,/canada/shop,1,1,1,9s,0,$0.00
479,/canada/shop/shop/apparel,1,1,1,3s,0,$0.00
480,/canada/shop/shop/new,1,1,1,0s,0,$0.00
481,/certificationperk,1,1,1,1s,0,$0.00
482,/certtificationperks,1,1,1,1s,0,$0.00
483,/home,1,1,0,38s,0,$0.00
484,/https://levelup.gitconnected.com/why-many-junior-developers-quit-programming-0be28ef5ce83,1,1,0,12s,0,$0.00
485,/https:/analytics.google.com/analytics/web,1,1,0,8s,2,$0.00
486,/https:/analytics.google.com/analytics/web/demoAccount,1,1,1,4s,0,$0.00
487,/learn-more,1,1,0,49s,0,$0.00
488,/myaccount.html,1,1,1,1s,0,$0.00
489,/pixelsuperfans,1,1,0,0s,0,$0.00
490,/prizeportal,1,1,1,2s,0,$0.00
491,/product/Super G Timbuk2 Recycled Backpack,1,1,0,3s,1,$0.00
492,/product/android-classic-navy-eco-tee-ggoeaxxx1999,1,1,0,1s,1,$0.00
493,/product/android-classic-notebook-ggoeaolc199299,1,1,0,1m 46s,25,$0.00
494,/product/android-iconic-pen-ggoeaoal129199,1,1,1,13s,2,$0.00
495,/product/android-patch-ggoeacba198899,1,1,0,0s,1,$0.00
496,/product/android-rpet-sunglasses-ggoeacgb217399,1,1,1,4s,0,$0.00
497,/product/android-solo-sticker-ggoeaokh217499,1,1,0,6s,2,$0.00
498,/product/android-sublimated-patch-ggoeacbh217999,1,1,1,7s,1,$0.00
499,/product/chrome-dino-googler-accessory-=,1,1,1,0s,0,$0.00
500,/product/chrome-dino-party-time-greeting-card-ggcogcba196099,1,1,0,1s,,
501,/product/flamingo-and-friends-tee-blue-ggoegxxx1266,1,1,1,0s,1,$0.00
502,/product/for-everyone-sticker-ggoegfka196399,1,1,0,1s,1,$0.00
503,/product/geoserver/web,1,1,0,6s,0,$0.00
504,/product/gift-card-100-00-ggoeggcx056199,1,1,0,4m 38s,0,$0.00
505,/product/google-3-d-thank-you-greeting-card-ggcogoba211599,1,1,1,7s,0,$0.00
506,/product/google-bike-eco-wood-magnet-ggoegoba215999,1,0,0,0s,1,$0.00
507,/product/google-bike-youth-tee-ggoegxxx1727,1,1,0,1s,0,$0.00
508,/product/google-boulder-campus-zip-hoodie-ggoegxxx1441,1,1,1,4s,0,$0.00
509,/product/google-cambridge-campus-patch-set-ggoegcba169099,1,1,0,1s,1,$0.00
510,/product/google-cascades-unisex-zip-sweater-ggoegadj223013,1,1,0,55s,4,$0.00
511,/product/google-cascades-unisex-zip-sweater-ggoegxxx2230,1,1,1,4s,2,$0.00
512,/product/google-celebrate-balloons-greeting-card-ggcogcba195899,1,1,1,24s,1,$0.00
513,/product/google-cloud-desktop-neon-sign-ggoecfbg197699,1,1,0,2s,0,$0.00
514,/product/google-garment-washed-canyonlands-tee-ggoegxxx2220,1,1,1,0s,0,$0.00
515,/product/google-garment-washed-oahu-blue-tee-ggoegxxx2130,1,1,0,46s,1,$0.00
516,/product/google-heather-plum-jersey-tee-ggoegxxx2041,1,1,0,2s,1,$0.00
517,/product/google-indigo-youth-tee-ggoegxxx2002,1,1,0,21s,2,$0.00
518,/product/google-inspired-blue-notebook-ggoegocc191299,1,1,0,1s,0,$0.00
519,/product/google-kirkland-campus-lapel-pin-ggoegcbr149099,1,1,1,36s,5,$0.00
520,/product/google-kirkland-campus-patch-set-ggoegcba169499,1,1,1,1s,1,$0.00
521,/product/google-kirkland-campus-unisex-tee-ggoegxxx1492,1,1,1,27s,1,$0.00
522,/product/google-land-sea-recycled-puffer-blanket-ggoegcba197599,1,1,0,21s,1,$0.00
523,/product/google-marine-layer-navy-tee-ggoegxxx1871,1,1,0,1s,1,$0.00
524,/product/google-medium-pet-leash-red-yellow-ggoegcba150699,1,1,1,5s,1,$0.00
525,/product/google-melange-smoke-sweatshirt-ggoegxxx2015,1,1,0,3m 01s,25,$0.00
526,/product/google-mewgler-baja-cat-collar-ggoegpja202610,1,1,1,0s,1,$0.00
527,/product/google-mountain-view-campus-patch-set-ggoegcba169199,1,1,0,4s,1,$0.00
528,/product/google-raincoat-navy-ggoegadc135016,1,1,0,4s,2,$0.00
529,/product/google-recycled-natural-notebook-ggoegocd190199,1,1,0,14s,2,$0.00
530,/product/google-recycled-navy-snack-bag-ggoegbbc190699,1,1,0,1s,1,$0.00
531,/product/google-red-kids-sunglasses-ggoeghga118499,1,1,1,4s,1,$0.00
532,/product/google-saltwater-blue-mug-ggoegdwc211399,1,0,0,0s,1,$0.00
533,/product/google-small-white-gift-bag-ggoegbtq125899,1,1,0,1m 08s,0,$0.00
534,/product/google-striped-shoelaces-black-ggoegcba186399,1,1,0,10s,0,$0.00
535,/product/google-sunnyvale-campus-patch-set-ggoegcba169799,1,1,0,14s,1,$0.00
536,/product/google-unisex-v-neck-tee-ggoegxxx1709,1,1,1,23s,2,$0.00
537,/product/google-yellow-canvas-pouch-ggoegbbt186799,1,1,1,2s,2,$0.00
538,/product/google-yosemite-windbreaker-ggoegadl221713,1,1,0,42s,3,$0.00
539,/product/noto-color-emoji-sticker-sheet-ggoegoka209399,1,1,1,0s,0,$0.00
540,/product/noto-emoji-rpet-shoelaces-ggoegcba215099,1,1,0,2s,1,$0.00
541,/product/product/youtube-icon-windbreaker-ggoeyxxx2218,1,1,0,0s,1,$0.00
542,/product/shop-by-brand/google/google-inspired-red-notebook-ggoegocr191099,1,1,1,6s,0,$0.00
543,/product/super-g-eco-wood-magnet-ggoegoba219199,1,1,0,2s,2,$0.00
544,/product/super-g-glacier-unisex-puffer-jacket-ggoegxxx2228,1,1,0,1m 09s,4,$0.00
545,/product/super-g-retractable-badge-lanyard-ggoegcbb184199,1,0,0,0s,1,$0.00
546,/product/super-g-yellowstone-eco-beanie-ggoeghpt221410,1,1,0,0s,0,$0.00
547,/product/youtube-beanie-ggoeyhpb217010,1,1,1,13s,2,$0.00
548,/product/youtube-icon-eco-wood-magnet-ggoeyoba215899,1,1,0,0s,1,$0.00
549,/product/youtube-kids-t-rex-keychain-ggoeycba182599,1,1,0,3s,1,$0.00
550,/shop.merch.google,1,1,1,5s,0,$0.00
551,/shop/apparel/Google+Redesign/Apparel,1,1,0,13s,0,$0.00
552,/shop/apparel/Google+Redesign/Lifestyle/Bags,1,1,0,0s,0,$0.00
553,/shop/apparel/accessories/a4296a14-6809-4aca-835d-81013afde551,1,1,1,0s,0,$0.00
554,/shop/apparel/mens heart 1,1,1,1,58s,0,$0.00
555,/shop/appeal,1,1,1,2m 27s,0,$0.00
556,/shop/collections/emoji,1,1,1,14s,0,$0.00
557,/shop/collections/pride,1,1,0,0s,0,$0.00
558,/shop/communities/familia,1,1,0,2s,0,$0.00
559,/shop/sales,1,1,0,0s,0,$0.00
560,/shop/shop-by-brand/Android+Classic+Collectible,1,1,0,40s,0,$0.00
561,/shop/stationeryに変更されていることからもわかる。,1,1,1,2s,0,$0.00
562,/special-request-form,1,1,1,33s,0,$0.00
563,/stor.html,1,1,0,0s,0,$0.00
564,/store,1,1,0,18s,0,$0.00
565,/store-policies/frequently-asked-questions,1,1,1,3s,0,$0.00
566,/youtube merch,1,1,0,1m 10s,0,$0.00
